Nama_Lokasi_Kecamatan,Nama_Lokasi_,Hari,Tanggal,Total_Positif_PMK,Total_Suspek_Hari_Ini,Total_Suspect_PMK,Total_Sembuh_PMK,Total_Sembuh_Hari_Ini,Total_Mati_PMK
Jogonalan,Wonoboyo,Selasa,19 Juli 2022,,,26,,,
Jogonalan,Somopuro,Selasa,19 Juli 2022,,,16,,,
Jogonalan,Granting,Selasa,19 Juli 2022,,,13,,,
Jogonalan,Dompyongan,Selasa,19 Juli 2022,,,30,,,
Wedi,Kalitengah,Selasa,19 Juli 2022,,,4,,,
Wedi,Kadibolo,Selasa,19 Juli 2022,,,4,,,
Wedi,Melikan,Selasa,19 Juli 2022,,,2,,,
Wedi,Jiwowetan,Selasa,19 Juli 2022,,,4,,,
Wedi,Kaligayam,Selasa,19 Juli 2022,,,21,,,
Trucuk,Kalikebo,Selasa,19 Juli 2022,,4,7,,,
Trucuk,Sumber,Selasa,19 Juli 2022,,,4,,,
Trucuk,Wanglu,Selasa,19 Juli 2022,,,9,,,
Trucuk,Karangpakel,Selasa,19 Juli 2022,,2,3,,,
Trucuk,Bero,Selasa,19 Juli 2022,,,4,,,
Trucuk,Mandong,Selasa,19 Juli 2022,,,5,,,
Gantiwarno,Karangturi,Selasa,19 Juli 2022,,,8,,,
Gantiwarno,Baturan,Selasa,19 Juli 2022,,,4,,,
Gantiwarno, Jogoprayan,Selasa,19 Juli 2022,,,1,,,
Gantiwarno,Kragilan,Selasa,19 Juli 2022,,,16,,,
Manisrenggo,Tijayan,Selasa,19 Juli 2022,,,1,,,
Manisrenggo,Solodiran,Selasa,19 Juli 2022,,,4,,,
Manisrenggo,Tanjungsari,Selasa,19 Juli 2022,,,4,,,
Manisrenggo,Taskombang,Selasa,19 Juli 2022,,,2,,,
Manisrenggo,Ngemplak Seneng,Selasa,19 Juli 2022,,5,,,,
Manisrenggo,Nangsri,Selasa,19 Juli 2022,,,10,,,
Manisrenggo,Barukan,Selasa,19 Juli 2022,,,2,,,
Ngawen,Tempursari,Selasa,19 Juli 2022,,,15,,,
Ngawen,Manjungan,Selasa,19 Juli 2022,,,1,,,
Kemalang,Tegalmulyo,Selasa,19 Juli 2022,,,1,,,
Kemalang,keputran,Selasa,19 Juli 2022,,3,3,,,
Kemalang,Kemalang,Selasa,19 Juli 2022,,,11,,,
Kemalang,Bawukan,Selasa,19 Juli 2022,,7,,,,
Kemalang,Bumiharjo,Selasa,19 Juli 2022,,9,23,,,
Kemalang,Dompol,Selasa,19 Juli 2022,,,8,,,
Klaten Tengah,Buntalan,Selasa,19 Juli 2022,,,7,,,
Karanganom,Jungkare,Selasa,19 Juli 2022,,,9,,,
Karanganom,Jurangjero,Selasa,19 Juli 2022,,,1,,,
Klaten Utara,Karanganom,Selasa,19 Juli 2022,,,5,,,
Pedan,Ngaren,Selasa,19 Juli 2022,,,1,,,
Pedan,Beji,Selasa,19 Juli 2022,,,1,,,
Cawas,Tugu,Selasa,19 Juli 2022,,,1,,,
Kalikotes,JIMBUNG,Selasa,19 Juli 2022,,,4,,,
Jatinom,Kayumas .,Rabu,20 Juli 2022,,,32,,,
Jatinom,Bengking .,Rabu,20 Juli 2022,,6,45,,,
Jatinom,Beteng .,Rabu,20 Juli 2022,,,14,,,
Jatinom,Glagah,Rabu,20 Juli 2022,,22,44,,,
Jatinom,Tibayan,Rabu,20 Juli 2022,,2,20,,,
Jatinom,Bandungan,Rabu,20 Juli 2022,,,54,,,
Jatinom,Temuireng,Rabu,20 Juli 2022,,,1,,,
Jatinom,Cawan,Rabu,20 Juli 2022,,45,12,,,
Jatinom,Randulanang,Rabu,20 Juli 2022,,,29,,,
Jatinom,Puluhan,Rabu,20 Juli 2022,,3,,,,
Jatinom,Krajan,Rabu,20 Juli 2022,,5,,,,
Jatinom,Gedaren,Rabu,20 Juli 2022,,9,,,,
Jatinom,Pandeyan,Rabu,20 Juli 2022,,,2,,,
Jatinom,Socokangsi,Rabu,20 Juli 2022,,27,233,,,
Jatinom,Puluhan,Rabu,20 Juli 2022,,,9,,,
Jatinom,Jemawan,Rabu,20 Juli 2022,,16,5,,,
Jatinom,Mranggen,Rabu,20 Juli 2022,,21,16,,,
Tulung,Tulung .,Rabu,20 Juli 2022,,,36,,,
Tulung,Bono,Rabu,20 Juli 2022,,,6,,,
Tulung,Gedongjetis .,Rabu,20 Juli 2022,,,4,,,
Tulung,Majegan,Rabu,20 Juli 2022,,14,16,,,
Tulung,Dalangan,Rabu,20 Juli 2022,,,4,,,
Tulung,Sorogaten,Rabu,20 Juli 2022,,2,3,,,
Tulung,Daleman,Rabu,20 Juli 2022,,4,6,,,
Tulung,Pomah,Rabu,20 Juli 2022,,3,,,,
Tulung,Sedayu,Rabu,20 Juli 2022,,,14,,,
Tulung,Pucang Miliran,Rabu,20 Juli 2022,,2,4,,,
Tulung,Mundu,Rabu,20 Juli 2022,,,7,,,
Tulung,Kemiri,Rabu,20 Juli 2022,,,9,,,
Prambanan,Sengon,Rabu,20 Juli 2022,,,7,,,
Prambanan,Randusari,Rabu,20 Juli 2022,,1,5,,,
Prambanan,Brajan,Rabu,20 Juli 2022,,1,12,,,
Prambanan,Kebondalem lor,Rabu,20 Juli 2022,,,9,,,
Prambanan,Geneng,Rabu,20 Juli 2022,,,1,,,
Prambanan,Cucukan,Rabu,20 Juli 2022,,,1,,,
Prambanan,Kokosan,Rabu,20 Juli 2022,,,3,,,
Prambanan,Joho,Rabu,20 Juli 2022,,1,16,,,
Prambanan,Kemudo,Rabu,20 Juli 2022,,,11,,,
Bayat,Jambakan,Rabu,20 Juli 2022,,,2,,,
Bayat,Wiro,Rabu,20 Juli 2022,,,57,,,
Jogonalan,Tambakan,Rabu,20 Juli 2022,,,2,,,
Jogonalan,Rejoso,Rabu,20 Juli 2022,,,17,,,
Jogonalan,Wonoboyo,Rabu,20 Juli 2022,,,26,,,
Jogonalan,Somopuro,Rabu,20 Juli 2022,,,16,,,
Jogonalan,Granting,Rabu,20 Juli 2022,,,13,,,
Jogonalan,Dompyongan,Rabu,20 Juli 2022,,,30,,,
Wedi,Kalitengah,Rabu,20 Juli 2022,,,4,,,
Wedi,Kadibolo,Rabu,20 Juli 2022,,,4,,,
Wedi,Melikan,Rabu,20 Juli 2022,,,2,,,
Wedi,Jiwowetan,Rabu,20 Juli 2022,,,4,,,
Wedi,Kaligayam,Rabu,20 Juli 2022,,,21,,,
Trucuk,Kalikebo,Rabu,20 Juli 2022,,,11,,,
Trucuk,Sumber,Rabu,20 Juli 2022,,,4,,,
Trucuk,Wanglu,Rabu,20 Juli 2022,,,9,,,
Trucuk,Karangpakel,Rabu,20 Juli 2022,,,5,,,
Trucuk,Bero,Rabu,20 Juli 2022,,,4,,,
Trucuk,Mandong,Rabu,20 Juli 2022,,,5,,,
Gantiwarno,Karangturi,Rabu,20 Juli 2022,,,8,,,
Gantiwarno,Baturan,Rabu,20 Juli 2022,,,4,,,
Gantiwarno, Jogoprayan,Rabu,20 Juli 2022,,,1,,,
Gantiwarno,Kragilan,Rabu,20 Juli 2022,,,16,,,
Manisrenggo,Tijayan,Rabu,20 Juli 2022,,,1,,,
Manisrenggo,Solodiran,Rabu,20 Juli 2022,,,4,,,
Manisrenggo,Tanjungsari,Rabu,20 Juli 2022,,,4,,,
Manisrenggo,Taskombang,Rabu,20 Juli 2022,,,2,,,
Manisrenggo,Kranggan,Rabu,20 Juli 2022,,2,,,,
Manisrenggo,Kepurun,Rabu,20 Juli 2022,,5,,,,
Manisrenggo,Ngemplak Seneng,Rabu,20 Juli 2022,,,5,,,
Manisrenggo,Nangsri,Rabu,20 Juli 2022,,,10,,,
Manisrenggo,Barukan,Rabu,20 Juli 2022,,,2,,,
Ngawen,Tempursari,Rabu,20 Juli 2022,,,15,,,
Ngawen,Drono,Rabu,20 Juli 2022,,2,,,,
Ngawen,Ngawen,Rabu,20 Juli 2022,,2,,,,
Ngawen,Mayungan,Rabu,20 Juli 2022,,16,,,,
Ngawen,Manjungan,Rabu,20 Juli 2022,,,1,,,
Kemalang,Tegalmulyo,Rabu,20 Juli 2022,,,1,,,
Kemalang,keputran,Rabu,20 Juli 2022,,2,6,,,
Kemalang,Kemalang,Rabu,20 Juli 2022,,,11,,,
Kemalang,Sidorejo,Rabu,20 Juli 2022,,4,,,,
Kemalang,Kendalsari,Rabu,20 Juli 2022,,10,,,,
Kemalang,Bawukan,Rabu,20 Juli 2022,,,7,,,
Kemalang,Bumiharjo,Rabu,20 Juli 2022,,,32,,,
Kemalang,Dompol,Rabu,20 Juli 2022,,,8,,,
Karangnongko,Kadilaju,Rabu,20 Juli 2022,,7,,,,
Karangnongko,Jiwan,Rabu,20 Juli 2022,,17,,,,
Karangnongko,Kanoman,Rabu,20 Juli 2022,,2,,,,
Karanganom,Jungkare,Rabu,20 Juli 2022,,,9,,,
Karanganom,Jambeyan,Rabu,20 Juli 2022,,1,,,,
Karanganom,Beku,Rabu,20 Juli 2022,,2,,,,
Karanganom,Blanceran,Rabu,20 Juli 2022,,3,,,,
Karanganom,Brangkal,Rabu,20 Juli 2022,,2,,,,
Karanganom,Jurangjero,Rabu,20 Juli 2022,,,1,,,
Klaten Tengah,Buntalan,Rabu,20 Juli 2022,,,7,,,
Klaten Utara,Karanganom,Rabu,20 Juli 2022,,,5,,,
Pedan,Ngaren,Rabu,20 Juli 2022,,,1,,,
Pedan,Beji,Rabu,20 Juli 2022,,,1,,,
Cawas,Tugu,Rabu,20 Juli 2022,,,1,,,
Kalikotes,JIMBUNG,Rabu,20 Juli 2022,,,4,,,
Jatinom,Kayumas .,Kamis,21 Juli 2022,,,32,,,
Jatinom,Bengking .,Kamis,21 Juli 2022,,,51,,,
Jatinom,Beteng .,Kamis,21 Juli 2022,,,14,,,
Jatinom,Glagah,Kamis,21 Juli 2022,,,66,,,
Jatinom,Tibayan,Kamis,21 Juli 2022,,,22,,,
Jatinom,Bandungan,Kamis,21 Juli 2022,,,54,,,
Jatinom,Temuireng,Kamis,21 Juli 2022,,,1,,,
Jatinom,Cawan,Kamis,21 Juli 2022,,,57,,,
Jatinom,Randulanang,Kamis,21 Juli 2022,,,29,,,
Jatinom,Puluhan,Kamis,21 Juli 2022,,,3,,,
Jatinom,Krajan,Kamis,21 Juli 2022,,,5,,,
Jatinom,Gedaren,Kamis,21 Juli 2022,,,9,,,
Jatinom,Pandeyan,Kamis,21 Juli 2022,,,2,,,
Jatinom,Socokangsi,Kamis,21 Juli 2022,,,260,,,
Jatinom,Puluhan,Kamis,21 Juli 2022,,,9,,,
Jatinom,Jemawan,Kamis,21 Juli 2022,,,21,,,
Jatinom,Mranggen,Kamis,21 Juli 2022,,,37,,,
Tulung,Tulung .,Kamis,21 Juli 2022,,,36,,,
Tulung,Bono,Kamis,21 Juli 2022,,,6,,,
Tulung,Gedongjetis .,Kamis,21 Juli 2022,,,4,,,
Tulung,Majegan,Kamis,21 Juli 2022,,,30,,,
Tulung,Dalangan,Kamis,21 Juli 2022,,,4,,,
Tulung,Sorogaten,Kamis,21 Juli 2022,,,5,,,
Tulung,Daleman,Kamis,21 Juli 2022,,,10,,,
Tulung,Pomah,Kamis,21 Juli 2022,,,3,,,
Tulung,Sedayu,Kamis,21 Juli 2022,,,14,,,
Tulung,Pucang Miliran,Kamis,21 Juli 2022,,,6,,,
Tulung,Mundu,Kamis,21 Juli 2022,,,7,,,
Tulung,Kemiri,Kamis,21 Juli 2022,,,9,,,
Prambanan,Sengon,Kamis,21 Juli 2022,,,7,,,
Prambanan,Randusari,Kamis,21 Juli 2022,,,6,,,
Prambanan,Brajan,Kamis,21 Juli 2022,,,13,,,
Prambanan,Kebondalem lor,Kamis,21 Juli 2022,,,9,,,
Prambanan,Geneng,Kamis,21 Juli 2022,,,1,,,
Prambanan,Cucukan,Kamis,21 Juli 2022,,,1,,,
Prambanan,Kokosan,Kamis,21 Juli 2022,,,3,,,
Prambanan,Joho,Kamis,21 Juli 2022,,,17,,,
Prambanan,Kemudo,Kamis,21 Juli 2022,,,11,,,
Bayat,Jambakan,Kamis,21 Juli 2022,,,2,,,
Bayat,Ngerangan,Kamis,21 Juli 2022,,1,,,,
Bayat,Talang,Kamis,21 Juli 2022,,5,,,,
Bayat,Wiro,Kamis,21 Juli 2022,,,57,,57,
Jogonalan,Tambakan,Kamis,21 Juli 2022,,,2,,,
Jogonalan,Rejoso,Kamis,21 Juli 2022,,,17,,,
Jogonalan,Wonoboyo,Kamis,21 Juli 2022,,,26,,,
Jogonalan,Somopuro,Kamis,21 Juli 2022,,,16,,,
Jogonalan,Granting,Kamis,21 Juli 2022,,,13,,,
Jogonalan,Dompyongan,Kamis,21 Juli 2022,,2,30,,,
Wedi,Kalitengah,Kamis,21 Juli 2022,,,4,,,
Wedi,Kadibolo,Kamis,21 Juli 2022,,,4,,,
Wedi,Melikan,Kamis,21 Juli 2022,,,2,,,
Wedi,Jiwowetan,Kamis,21 Juli 2022,,,4,,,
Wedi,Kaligayam,Kamis,21 Juli 2022,,,21,,,
Trucuk,Kalikebo,Kamis,21 Juli 2022,,,11,,4,
Trucuk,Sumber,Kamis,21 Juli 2022,,,4,,2,
Trucuk,Wanglu,Kamis,21 Juli 2022,,,9,,7,
Trucuk,Karangpakel,Kamis,21 Juli 2022,,,5,,2,
Trucuk,Bero,Kamis,21 Juli 2022,,,4,,2,
Trucuk,Mandong,Kamis,21 Juli 2022,,,5,,2,
Gantiwarno,Karangturi,Kamis,21 Juli 2022,,,8,,,
Gantiwarno,Baturan,Kamis,21 Juli 2022,,,4,,,
Gantiwarno, Jogoprayan,Kamis,21 Juli 2022,,,1,,,
Gantiwarno,Kragilan,Kamis,21 Juli 2022,,,16,,,
Manisrenggo,Tijayan,Kamis,21 Juli 2022,,,1,,,
Manisrenggo,Solodiran,Kamis,21 Juli 2022,,,4,,,
Manisrenggo,Tanjungsari,Kamis,21 Juli 2022,,,4,,,
Manisrenggo,Taskombang,Kamis,21 Juli 2022,,,2,,,
Manisrenggo,Kranggan,Kamis,21 Juli 2022,,,2,,,
Manisrenggo,Kepurun,Kamis,21 Juli 2022,,,5,,,
Manisrenggo,Ngemplak Seneng,Kamis,21 Juli 2022,,,5,,,
Manisrenggo,Nangsri,Kamis,21 Juli 2022,,,10,,,
Manisrenggo,Barukan,Kamis,21 Juli 2022,,,2,,,
Ngawen,Tempursari,Kamis,21 Juli 2022,,,15,,,
Ngawen,Drono,Kamis,21 Juli 2022,,,2,,,
Ngawen,Ngawen,Kamis,21 Juli 2022,,,2,,,
Ngawen,Mayungan,Kamis,21 Juli 2022,,,16,,,
Ngawen,Manjungan,Kamis,21 Juli 2022,,,1,,,
Kemalang,Tegalmulyo,Kamis,21 Juli 2022,,,1,,,
Kemalang,keputran,Kamis,21 Juli 2022,,,8,,,
Kemalang,Kemalang,Kamis,21 Juli 2022,,,11,,,
Kemalang,Sidorejo,Kamis,21 Juli 2022,,,4,,,
Kemalang,Kendalsari,Kamis,21 Juli 2022,,,10,,,
Kemalang,Bawukan,Kamis,21 Juli 2022,,,7,,,
Kemalang,Bumiharjo,Kamis,21 Juli 2022,,,32,,,
Kemalang,Dompol,Kamis,21 Juli 2022,,,8,,,
Karangnongko,Kadilaju,Kamis,21 Juli 2022,,,7,,,
Karangnongko,Jiwan,Kamis,21 Juli 2022,,,17,,,
Karangnongko,Kanoman,Kamis,21 Juli 2022,,,2,,,
Karanganom,Jungkare,Kamis,21 Juli 2022,,,9,,,
Karanganom,Jambeyan,Kamis,21 Juli 2022,,,1,,,
Karanganom,Beku,Kamis,21 Juli 2022,,,2,,,
Karanganom,Blanceran,Kamis,21 Juli 2022,,,3,,,
Karanganom,Brangkal,Kamis,21 Juli 2022,,,2,,,
Karanganom,Jurangjero,Kamis,21 Juli 2022,,,1,,,
Klaten Tengah,Buntalan,Kamis,21 Juli 2022,,,7,,,
Klaten Utara,Karanganom,Kamis,21 Juli 2022,,,5,,5,
Pedan,Ngaren,Kamis,21 Juli 2022,,,1,,1,
Pedan,Beji,Kamis,21 Juli 2022,,,1,,1,
Cawas,Tugu,Kamis,21 Juli 2022,,,1,,,
Cawas,Burikan,Kamis,21 Juli 2022,,1,,,,
Kalikotes,JIMBUNG,Kamis,21 Juli 2022,,,4,,,
Jatinom,Kayumas .,Jumat,22 Juli 2022,,,32,,,
Jatinom,Bengking .,Jumat,22 Juli 2022,,,51,,,
Jatinom,Beteng .,Jumat,22 Juli 2022,,,14,,,
Jatinom,Glagah,Jumat,22 Juli 2022,,,66,,,
Jatinom,Tibayan,Jumat,22 Juli 2022,,,22,,,
Jatinom,Bandungan,Jumat,22 Juli 2022,,,54,,,
Jatinom,Temuireng,Jumat,22 Juli 2022,,,1,,,
Jatinom,Cawan,Jumat,22 Juli 2022,,,57,,,
Jatinom,Randulanang,Jumat,22 Juli 2022,,,29,,,
Jatinom,Puluhan,Jumat,22 Juli 2022,,,3,,,
Jatinom,Krajan,Jumat,22 Juli 2022,,,5,,,
Jatinom,Gedaren,Jumat,22 Juli 2022,,,9,,,
Jatinom,Pandeyan,Jumat,22 Juli 2022,,,2,,,
Jatinom,Socokangsi,Jumat,22 Juli 2022,,,260,,,
Jatinom,Puluhan,Jumat,22 Juli 2022,,,9,,,
Jatinom,Jemawan,Jumat,22 Juli 2022,,,21,,,
Jatinom,Mranggen,Jumat,22 Juli 2022,,,37,,,
Tulung,Tulung .,Jumat,22 Juli 2022,,61,36,,,
Tulung,Kiringan,Jumat,22 Juli 2022,,81,,,,
Tulung,Sudimoro,Jumat,22 Juli 2022,,14,,,,
Tulung,Bono,Jumat,22 Juli 2022,,,6,,,
Tulung,Gedongjetis .,Jumat,22 Juli 2022,,,4,,,
Tulung,Majegan,Jumat,22 Juli 2022,,,30,,,
Tulung,Dalangan,Jumat,22 Juli 2022,,,4,,,
Tulung,Sorogaten,Jumat,22 Juli 2022,,,5,,,
Tulung,Daleman,Jumat,22 Juli 2022,,,10,,,
Tulung,Pomah,Jumat,22 Juli 2022,,,3,,,
Tulung,Sedayu,Jumat,22 Juli 2022,,,14,,,
Tulung,Pucang Miliran,Jumat,22 Juli 2022,,,6,,,
Tulung,Mundu,Jumat,22 Juli 2022,,,7,,,
Tulung,Kemiri,Jumat,22 Juli 2022,,,9,,,
Prambanan,Sengon,Jumat,22 Juli 2022,,,7,,,
Prambanan,Randusari,Jumat,22 Juli 2022,,,6,,,
Prambanan,Brajan,Jumat,22 Juli 2022,,,13,,,
Prambanan,Kebondalem lor,Jumat,22 Juli 2022,,,9,,,
Prambanan,Geneng,Jumat,22 Juli 2022,,,1,,,
Prambanan,Cucukan,Jumat,22 Juli 2022,,,1,,,
Prambanan,Kokosan,Jumat,22 Juli 2022,,,3,,,
Prambanan,Joho,Jumat,22 Juli 2022,,,17,,,
Prambanan,Kemudo,Jumat,22 Juli 2022,,,11,,,
Bayat,Jambakan,Jumat,22 Juli 2022,,,2,,,
Bayat,Ngerangan,Jumat,22 Juli 2022,,,1,,,
Bayat,Talang,Jumat,22 Juli 2022,,,5,,,
Jogonalan,Tambakan,Jumat,22 Juli 2022,,,2,,,
Jogonalan,Rejoso,Jumat,22 Juli 2022,,,17,,,
Jogonalan,Wonoboyo,Jumat,22 Juli 2022,,,26,,,
Jogonalan,Somopuro,Jumat,22 Juli 2022,,,16,,,
Jogonalan,Granting,Jumat,22 Juli 2022,,,13,,,
Jogonalan,Dompyongan,Jumat,22 Juli 2022,,3,32,,,
Wedi,Kalitengah,Jumat,22 Juli 2022,,,4,,,
Wedi,Kadibolo,Jumat,22 Juli 2022,,,4,,,
Wedi,Melikan,Jumat,22 Juli 2022,,,2,,,
Wedi,Jiwowetan,Jumat,22 Juli 2022,,,4,,4,
Wedi,Kaligayam,Jumat,22 Juli 2022,,,21,,13,
Trucuk,Kalikebo,Jumat,22 Juli 2022,,,7,,3,
Trucuk,Sumber,Jumat,22 Juli 2022,,,2,,2,
Trucuk,Wanglu,Jumat,22 Juli 2022,,,2,,2,
Trucuk,Karangpakel,Jumat,22 Juli 2022,,,3,,2,
Trucuk,Bero,Jumat,22 Juli 2022,,,2,,2,
Trucuk,Mandong,Jumat,22 Juli 2022,,,3,,,
Gantiwarno,Karangturi,Jumat,22 Juli 2022,,,8,,6,
Gantiwarno,Baturan,Jumat,22 Juli 2022,,,4,,,
Gantiwarno, Jogoprayan,Jumat,22 Juli 2022,,,1,,,
Gantiwarno,Kragilan,Jumat,22 Juli 2022,,,16,,6,
Manisrenggo,Tijayan,Jumat,22 Juli 2022,,,1,,,
Manisrenggo,Solodiran,Jumat,22 Juli 2022,,,4,,,
Manisrenggo,Tanjungsari,Jumat,22 Juli 2022,,,4,,,
Manisrenggo,Taskombang,Jumat,22 Juli 2022,,,2,,,
Manisrenggo,Kranggan,Jumat,22 Juli 2022,,,2,,,
Manisrenggo,Kepurun,Jumat,22 Juli 2022,,,5,,,
Manisrenggo,Ngemplak Seneng,Jumat,22 Juli 2022,,,5,,,
Manisrenggo,Nangsri,Jumat,22 Juli 2022,,,10,,,
Manisrenggo,Barukan,Jumat,22 Juli 2022,,,2,,,
Ngawen,Tempursari,Jumat,22 Juli 2022,,,15,,,
Ngawen,Drono,Jumat,22 Juli 2022,,,2,,,
Ngawen,Ngawen,Jumat,22 Juli 2022,,,2,,,
Ngawen,Mayungan,Jumat,22 Juli 2022,,,16,,,
Ngawen,Manjungan,Jumat,22 Juli 2022,,,1,,,
Kemalang,Tegalmulyo,Jumat,22 Juli 2022,,,1,,,
Kemalang,keputran,Jumat,22 Juli 2022,,,8,,,
Kemalang,Kemalang,Jumat,22 Juli 2022,,,11,,,
Kemalang,Sidorejo,Jumat,22 Juli 2022,,,4,,,
Kemalang,Kendalsari,Jumat,22 Juli 2022,,,10,,,
Kemalang,Bawukan,Jumat,22 Juli 2022,,,7,,,
Kemalang,Bumiharjo,Jumat,22 Juli 2022,,,32,,,
Kemalang,Dompol,Jumat,22 Juli 2022,,,8,,,
Karangnongko,Kadilaju,Jumat,22 Juli 2022,,,7,,,
Karangnongko,Jiwan,Jumat,22 Juli 2022,,,17,,,
Karangnongko,Kanoman,Jumat,22 Juli 2022,,,2,,,
Karanganom,Jungkare,Jumat,22 Juli 2022,,,9,,,
Karanganom,Jambeyan,Jumat,22 Juli 2022,,,1,,,
Karanganom,Beku,Jumat,22 Juli 2022,,,2,,,
Karanganom,Blanceran,Jumat,22 Juli 2022,,,3,,,
Karanganom,Brangkal,Jumat,22 Juli 2022,,,2,,,
Karanganom,Jurangjero,Jumat,22 Juli 2022,,,1,,,
Klaten Tengah,Buntalan,Jumat,22 Juli 2022,,,7,,,
Cawas,Tugu,Jumat,22 Juli 2022,,,1,,,
Cawas,Burikan,Jumat,22 Juli 2022,,,1,,,
Kalikotes,JIMBUNG,Jumat,22 Juli 2022,,,4,,,
Jatinom,Kayumas .,Sabtu,23 Juli 2022,,,32,,,
Jatinom,Bengking .,Sabtu,23 Juli 2022,,,51,,,
Jatinom,Beteng .,Sabtu,23 Juli 2022,,,14,,,
Jatinom,Glagah,Sabtu,23 Juli 2022,,,66,,,
Jatinom,Tibayan,Sabtu,23 Juli 2022,,,22,,,
Jatinom,Bandungan,Sabtu,23 Juli 2022,,,54,,,
Jatinom,Temuireng,Sabtu,23 Juli 2022,,,1,,,
Jatinom,Cawan,Sabtu,23 Juli 2022,,,57,,,
Jatinom,Randulanang,Sabtu,23 Juli 2022,,,29,,,
Jatinom,Puluhan,Sabtu,23 Juli 2022,,,3,,,
Jatinom,Krajan,Sabtu,23 Juli 2022,,,5,,,
Jatinom,Gedaren,Sabtu,23 Juli 2022,,,9,,,
Jatinom,Pandeyan,Sabtu,23 Juli 2022,,,2,,,
Jatinom,Socokangsi,Sabtu,23 Juli 2022,,,260,,,
Jatinom,Puluhan,Sabtu,23 Juli 2022,,,9,,,
Jatinom,Jemawan,Sabtu,23 Juli 2022,,,21,,,
Jatinom,Mranggen,Sabtu,23 Juli 2022,,,37,,,
Tulung,Tulung .,Sabtu,23 Juli 2022,,,97,,,
Tulung,Kiringan,Sabtu,23 Juli 2022,,,81,,,
Tulung,Sudimoro,Sabtu,23 Juli 2022,,,14,,,
Tulung,Bono,Sabtu,23 Juli 2022,,,6,,,
Tulung,Gedongjetis .,Sabtu,23 Juli 2022,,,4,,,
Tulung,Majegan,Sabtu,23 Juli 2022,,,30,,,
Tulung,Dalangan,Sabtu,23 Juli 2022,,,4,,,
Tulung,Sorogaten,Sabtu,23 Juli 2022,,,5,,,
Tulung,Daleman,Sabtu,23 Juli 2022,,,10,,,
Tulung,Pomah,Sabtu,23 Juli 2022,,,3,,,
Tulung,Sedayu,Sabtu,23 Juli 2022,,,14,,,
Tulung,Pucang Miliran,Sabtu,23 Juli 2022,,,6,,,
Tulung,Mundu,Sabtu,23 Juli 2022,,,7,,,
Tulung,Kemiri,Sabtu,23 Juli 2022,,,9,,,
Prambanan,Sengon,Sabtu,23 Juli 2022,,,7,,,
Prambanan,Randusari,Sabtu,23 Juli 2022,,4,6,,,
Prambanan,Brajan,Sabtu,23 Juli 2022,,1,13,,8,
Prambanan,Kebondalem lor,Sabtu,23 Juli 2022,,,9,,1,
Prambanan,Geneng,Sabtu,23 Juli 2022,,,1,,,
Prambanan,Cucukan,Sabtu,23 Juli 2022,,,1,,,
Prambanan,Kokosan,Sabtu,23 Juli 2022,,,3,,,
Prambanan,Joho,Sabtu,23 Juli 2022,,,17,,1,
Prambanan,Kemudo,Sabtu,23 Juli 2022,,1,11,,,
Bayat,Jambakan,Sabtu,23 Juli 2022,,,2,,,
Bayat,Ngerangan,Sabtu,23 Juli 2022,,,1,,,
Bayat,Talang,Sabtu,23 Juli 2022,,,5,,,
Jogonalan,Tambakan,Sabtu,23 Juli 2022,,,2,,,
Jogonalan,Rejoso,Sabtu,23 Juli 2022,,,17,,,
Jogonalan,Wonoboyo,Sabtu,23 Juli 2022,,,26,,,
Jogonalan,Somopuro,Sabtu,23 Juli 2022,,1,16,,,
Jogonalan,Granting,Sabtu,23 Juli 2022,,,13,,,
Jogonalan,Dompyongan,Sabtu,23 Juli 2022,,1,35,,2,
Wedi,Kalitengah,Sabtu,23 Juli 2022,,,4,,,
Wedi,Kadibolo,Sabtu,23 Juli 2022,,,4,,,
Wedi,Melikan,Sabtu,23 Juli 2022,,,2,,,
Wedi,Kaligayam,Sabtu,23 Juli 2022,,,8,,,
Trucuk,Kalikebo,Sabtu,23 Juli 2022,,,4,,,
Trucuk,Karangpakel,Sabtu,23 Juli 2022,,,1,,,
Trucuk,Mandong,Sabtu,23 Juli 2022,,,3,,,
Gantiwarno,Karangturi,Sabtu,23 Juli 2022,,,2,,,
Gantiwarno,Baturan,Sabtu,23 Juli 2022,,,4,,,
Gantiwarno, Jogoprayan,Sabtu,23 Juli 2022,,,1,,,
Gantiwarno,Kragilan,Sabtu,23 Juli 2022,,,10,,,
Manisrenggo,Tijayan,Sabtu,23 Juli 2022,,,1,,,
Manisrenggo,Solodiran,Sabtu,23 Juli 2022,,,4,,3,
Manisrenggo,Tanjungsari,Sabtu,23 Juli 2022,,,4,,,
Manisrenggo,Taskombang,Sabtu,23 Juli 2022,,,2,,1,
Manisrenggo,Kranggan,Sabtu,23 Juli 2022,,,2,,,
Manisrenggo,Kepurun,Sabtu,23 Juli 2022,,,5,,,
Manisrenggo,Ngemplak Seneng,Sabtu,23 Juli 2022,,,5,,,
Manisrenggo,Nangsri,Sabtu,23 Juli 2022,,,10,,1,
Manisrenggo,Barukan,Sabtu,23 Juli 2022,,,2,,,
Ngawen,Tempursari,Sabtu,23 Juli 2022,,,15,,,
Ngawen,Drono,Sabtu,23 Juli 2022,,,2,,,
Ngawen,Ngawen,Sabtu,23 Juli 2022,,,2,,,
